reference,lien,nom,Gamme PC,image_url,boutique,Taille de l'écran,Résolution écran,Type de Processeur,processeur,Mémoire,Disque Dur,Type Disque Dur,Réf Carte Graphique,Système d'exploitation,Gamer,prix
82VG00MHFG-W11,https://spacenet.tn/pc-portable-tunisie/74662-pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8go-256go-ssd-gris-w11.html,Pc Portable Lenovo Ideapad 1 15AMN7 AMD Ryzen 3 8Go 256Go SSD Gris W11,IdeaPad 1,https://spacenet.tn/250849-home_default/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8go-256go-ssd-gris-w11.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 3,"AMD Ryzen 3 7320U (2.4 GHz jusqu’à 4.1 GHz, 4 Mo de mémoire cache, 4C)",8 Go,256 Go SSD,SSD,AMD Radeon,Windows 11 Pro,Non,"1 039,000 DT"
82VG00T4FG,https://spacenet.tn/pc-portable-tunisie/89288-pc-portable-lenovo-ideapad1-15amn7-amd-ryzen-3-16go-256go-ssd.html,Pc Portable Lenovo IdeaPad1 15AMN7 AMD Ryzen 3 16Go 256Go SSD,IdeaPad 1,https://spacenet.tn/282824-home_default/pc-portable-lenovo-ideapad1-15amn7-amd-ryzen-3-16go-256go-ssd.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 3,"AMD Ryzen™ 3 7320U (2.4 GHz up to 4.1 GHz Turbo max, 4 Mo de mémoire cache, 4 Cœurs)",16 Go,256 Go SSD,,AMD Radeon,Free Dos,Non,"1 049,000 DT"
N3001PVNB3520EMEA0-12,https://spacenet.tn/pc-portable-tunisie/83727-pc-portable-dell-vostro-3520-i3-12gen-12go-512go-ssd-ubuntu.html,Pc Portable Dell Vostro 3520 i3 12Gén 12Go 512Go SSD Ubuntu,Vostro 3520,https://spacenet.tn/253045-home_default/pc-portable-dell-vostro-3520-i3-12gen-12go-512go-ssd-ubuntu.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,Intel Core i3-1215U,12 Go,512 Go SSD,,Intel UHD,Ubuntu,Non,"1 055,000 DT"
82VG00Q5FG-W11,https://spacenet.tn/pc-portable-tunisie/82855-pc-portable-lenovo-ideapad1-15amn7-amd-ryzen-3-8go-512go-ssd-windows-11.html,Pc Portable Lenovo IdeaPad1 15AMN7 AMD Ryzen 3 8Go 512Go SSD Windows 11,IdeaPad 1,https://spacenet.tn/250854-home_default/pc-portable-lenovo-ideapad1-15amn7-amd-ryzen-3-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 3,"AMD Ryzen 3-7320U (Up to 4.1 GHz Turbo max, 4 Mo de mémoire cache, Quad-Core)",8 Go,512 Go SSD,,AMD Radeon,Windows 11 Pro,Non,"1 069,000 DT"
82VG00P0FG,https://spacenet.tn/pc-portable-tunisie/75933-pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8go-512go-ssd-gris.html,Pc Portable Lenovo IdeaPad 1 15AMN7 AMD Ryzen 3 8Go 512Go SSD Gris,IdeaPad 1,https://spacenet.tn/217656-home_default/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8go-512go-ssd-gris.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 3,AMD Ryzen 3 7320U,8 Go,512 Go SSD,SSD,AMD Radeon,Windows 11,Non,"1 069,000 DT"
N3001PVNB3520EMEA0-16,https://spacenet.tn/pc-portable-tunisie/82542-pc-portable-dell-vostro-3520-i3-12gen-16go-512go-ssd-ubuntu.html,Pc Portable Dell Vostro 3520 i3 12Gén 16Go 512Go SSD Ubuntu,Vostro 3520,https://spacenet.tn/249385-home_default/pc-portable-dell-vostro-3520-i3-12gen-16go-512go-ssd-ubuntu.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,Intel Core i3-1215U,16 Go,512 Go SSD,,Intel UHD,Ubuntu,Non,"1 085,000 DT"
X1504VA-NJ739,https://spacenet.tn/pc-portable-asus/89037-pc-portable-asus-vivobook-15-x1504va-i3-13gen-8go-512go-ssd.html,Pc Portable Asus VivoBook 15 X1504VA i3 13Gén 8Go 512Go SSD,Vivobook 15 (X1504),https://spacenet.tn/279921-home_default/pc-portable-asus-vivobook-15-x1504va-i3-13gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel Core I3-1315U(3.5 GHz Up to 4.5 GHz ,10 Mo Intel Smart Cache, 6 Cores)",8 Go,512 Go SSD,SSD,Intel UHD,Free Dos,Non,"1 089,000 DT"
X1504VA-NJ725,https://spacenet.tn/pc-portable-asus/89033-pc-portable-asus-vivobook-15-x1504va-i3-13gen-8go-512go-ssd.html,Pc Portable Asus VivoBook 15 X1504VA i3 13Gén 8Go 512Go SSD,Vivobook 15 (X1504),https://spacenet.tn/279872-home_default/pc-portable-asus-vivobook-15-x1504va-i3-13gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel Core I3-1315U(3.5 GHz Up to 4.5 GHz ,10 Mo Intel Smart Cache, 6 Cores)",8 Go,512 Go SSD,SSD,Intel UHD,Free Dos,Non,"1 089,000 DT"
N3001PVNB3520EMEA0-W11,https://spacenet.tn/pc-portable-tunisie/82547-pc-portable-dell-vostro-3520-i3-12gen-8go-512go-ssd-windows-11.html,Pc Portable Dell Vostro 3520 i3 12Gén 8Go 512Go SSD Windows 11,Vostro 3520,https://spacenet.tn/249407-home_default/pc-portable-dell-vostro-3520-i3-12gen-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,Intel Core i3-1215U,8 Go,512 Go SSD,,Intel UHD,Windows 11 Pro,Non,"1 099,000 DT"
INS-3535-R5-8/512,https://spacenet.tn/pc-portable-tunisie/82325-pc-portable-dell-inspiron-3535-amd-ryzen-5-8go-512go-ssd-ubuntu.html,Pc Portable Dell Inspiron 3535 AMD Ryzen 5 8Go 512Go SSD Ubuntu,Inspiron 3535,https://spacenet.tn/248720-home_default/pc-portable-dell-inspiron-3535-amd-ryzen-5-8go-512go-ssd-ubuntu.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 5,"AMD Ryzen 5 7520U (up to 4.3GHz Turbo max, 6 Mo de mémoire cache, 4 coeurs)",8 Go,512 Go SSD,,AMD Radeon,Ubuntu,Non,"1 099,000 DT"
X1504VA-NJ725-KASPERSKY,https://spacenet.tn/pc-portable-asus/90151-pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8go-512go-ssd.html,Pc Portable Asus Vivobook 15 X1504VA i3 13ème Gén 8Go 512Go SSD,VivoBook 15 X1504VA,https://spacenet.tn/290327-home_default/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel Core i3-1315U (Up to 4,50 GHz Turbo max, 10Mo Mémoire cache, Hexa-Core)",8 Go,512 Go SSD,,Intel UHD,Free Dos,Non,"1 109,000 DT"
X1504VA-NJ739-KASPERSKY,https://spacenet.tn/pc-portable-asus/90149-pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8go-512go-ssd.html,Pc Portable Asus Vivobook 15 X1504VA i3 13ème Gén 8Go 512Go SSD,VivoBook 15 X1504VA,https://spacenet.tn/290316-home_default/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel Core i3-1315U (Up to 4,50 GHz Turbo max, 10Mo Mémoire cache, Hexa-Core)",8 Go,512 Go SSD,,Intel UHD,Free Dos,Non,"1 109,000 DT"
82VG00T4FG-W11,https://spacenet.tn/pc-portable-tunisie/90018-pc-portable-lenovo-ideapad1-15amn7-amd-ryzen-3-16go-256go-ssd-windows-11.html,Pc Portable Lenovo IdeaPad1 15AMN7 AMD Ryzen 3 16Go 256Go SSD Windows 11,IdeaPad 1,https://spacenet.tn/288993-home_default/pc-portable-lenovo-ideapad1-15amn7-amd-ryzen-3-16go-256go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 3,"AMD Ryzen™ 3 7320U (2.4 GHz up to 4.1 GHz Turbo max, 4 Mo de mémoire cache, 4 Cœurs)",16 Go,256 Go SSD,,AMD Radeon,Windows 11 Pro,Non,"1 109,000 DT"
N3001PVNB3520EMEA0-24,https://spacenet.tn/pc-portable-tunisie/82544-pc-portable-dell-vostro-3520-i3-12gen-24go-512go-ssd-ubuntu.html,Pc Portable Dell Vostro 3520 i3 12Gén 24Go 512Go SSD Ubuntu,Vostro 3520,https://spacenet.tn/249390-home_default/pc-portable-dell-vostro-3520-i3-12gen-24go-512go-ssd-ubuntu.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,Intel Core i3-1215U,24 Go,512 Go SSD,,Intel UHD,Ubuntu,Non,"1 119,000 DT"
82XB00DFFG,https://spacenet.tn/pc-portable-tunisie/89302-pc-portable-lenovo-ideapad-slim-3-15ian8-i3-n305-8go-256go-ssd.html,Pc Portable Lenovo IdeaPad Slim 3 15IAN8 i3 N305 8Go 256Go SSD,Lenovo IdeaPad Slim 3 15IRH10,https://spacenet.tn/282907-home_default/pc-portable-lenovo-ideapad-slim-3-15ian8-i3-n305-8go-256go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel® Core™ i7-13620H (Up to 4,9 GHz, 24 Mo de mémoire cache, 10 Cores)",8 Go,256 Go,,Intel UHD,Free Dos,Non,"1 129,000 DT"
X515KA-EJ008W11PRO-8,https://spacenet.tn/pc-portable-asus/80991-pc-portable-asus-vivobook-15-x515ka-celeron-n4500-8go-256go-ssd-windows-11-pro.html,Pc Portable Asus VivoBook 15 X515ka Celeron N4500 8Go 256Go SSD Windows 11 Pro,X515ka,https://spacenet.tn/242249-home_default/pc-portable-asus-vivobook-15-x515ka-celeron-n4500-8go-256go-ssd-windows-11-pro.jpg,SpaceNet,15.6 Pouces,,Intel Celeron,"Intel Celeron N4500 (Up To 2,8 Ghz, 4 Mo De Mémoire Cache, 2 Cores)",8 Go,256 Go SSD,SSD,Intel UHD,Windows 11 Pro,Non,"799,000 DT"
X515KA-EJ008W11-PRO-16,https://spacenet.tn/pc-portable-asus/80992-pc-portable-asus-vivobook-15-x515ka-celeron-n4500-16go-256go-ssd-windows-11-pro.html,Pc Portable Asus VivoBook 15 X515ka Celeron N4500 16Go 256Go SSD Windows 11 Pro,X515ka,https://spacenet.tn/242254-home_default/pc-portable-asus-vivobook-15-x515ka-celeron-n4500-16go-256go-ssd-windows-11-pro.jpg,SpaceNet,15.6 Pouces,,Intel Celeron,"Intel Celeron N4500 (Up To 2,8 Ghz, 4 Mo De Mémoire Cache, 2 Cores)",16 Go,256 Go SSD,SSD,Intel UHD,Windows 11 Pro,Non,"839,000 DT"
82VG00MHFG,https://spacenet.tn/pc-portable-tunisie/71731-pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8go-256go-ssd-gris.html,Pc Portable Lenovo Ideapad 1 15AMN7 AMD Ryzen 3 8Go 256Go SSD Gris,IdeaPad 1,https://spacenet.tn/198385-home_default/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8go-256go-ssd-gris.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 3,"AMD Ryzen 3 7320U (2.4 GHz jusqu’à 4.1 GHz, 4 Mo de mémoire cache, 4C)",8 Go,256 Go SSD,SSD,AMD Radeon,Windows 11,Non,"979,000 DT"
82VG00Q5FG,https://spacenet.tn/pc-portable-tunisie/78629-pc-portable-lenovo-ideapad1-15amn7-amd-ryzen-3-8go-512go-ssd.html,Pc Portable Lenovo IdeaPad1 15AMN7 AMD Ryzen 3 8Go 512Go SSD,IdeaPad 1,https://spacenet.tn/230141-home_default/pc-portable-lenovo-ideapad1-15amn7-amd-ryzen-3-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 3,"AMD Ryzen 3-7320U (Up to 4.1 GHz Turbo max, 4 Mo de mémoire cache, Quad-Core)",8 Go,512 Go SSD,,AMD Radeon,Free Dos,Non,"1 009,000 DT"
N3001PVNB3520EMEA0,https://spacenet.tn/pc-portable-tunisie/82309-pc-portable-dell-vostro-3520-i3-12gen-8go-512go-ssd-ubuntu.html,Pc Portable Dell Vostro 3520 i3 12Gén 8Go 512Go SSD Ubuntu,Vostro 3520,https://spacenet.tn/248637-home_default/pc-portable-dell-vostro-3520-i3-12gen-8go-512go-ssd-ubuntu.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,Intel Core i3-1215U,8 Go,512 Go SSD,,Intel UHD,Ubuntu,Non,"1 039,000 DT"
82VG00MHFG-W11,https://spacenet.tn/pc-portable-tunisie/74662-pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8go-256go-ssd-gris-w11.html,Pc Portable Lenovo Ideapad 1 15AMN7 AMD Ryzen 3 8Go 256Go SSD Gris W11,IdeaPad 1,https://spacenet.tn/250849-home_default/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8go-256go-ssd-gris-w11.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 3,"AMD Ryzen 3 7320U (2.4 GHz jusqu’à 4.1 GHz, 4 Mo de mémoire cache, 4C)",8 Go,256 Go SSD,SSD,AMD Radeon,Windows 11 Pro,Non,"1 039,000 DT"
82VG00T4FG,https://spacenet.tn/pc-portable-tunisie/89288-pc-portable-lenovo-ideapad1-15amn7-amd-ryzen-3-16go-256go-ssd.html,Pc Portable Lenovo IdeaPad1 15AMN7 AMD Ryzen 3 16Go 256Go SSD,IdeaPad 1,https://spacenet.tn/282824-home_default/pc-portable-lenovo-ideapad1-15amn7-amd-ryzen-3-16go-256go-ssd.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 3,"AMD Ryzen™ 3 7320U (2.4 GHz up to 4.1 GHz Turbo max, 4 Mo de mémoire cache, 4 Cœurs)",16 Go,256 Go SSD,,AMD Radeon,Free Dos,Non,"1 049,000 DT"
N3001PVNB3520EMEA0-12,https://spacenet.tn/pc-portable-tunisie/83727-pc-portable-dell-vostro-3520-i3-12gen-12go-512go-ssd-ubuntu.html,Pc Portable Dell Vostro 3520 i3 12Gén 12Go 512Go SSD Ubuntu,Vostro 3520,https://spacenet.tn/253045-home_default/pc-portable-dell-vostro-3520-i3-12gen-12go-512go-ssd-ubuntu.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,Intel Core i3-1215U,12 Go,512 Go SSD,,Intel UHD,Ubuntu,Non,"1 055,000 DT"
82VG00Q5FG-W11,https://spacenet.tn/pc-portable-tunisie/82855-pc-portable-lenovo-ideapad1-15amn7-amd-ryzen-3-8go-512go-ssd-windows-11.html,Pc Portable Lenovo IdeaPad1 15AMN7 AMD Ryzen 3 8Go 512Go SSD Windows 11,IdeaPad 1,https://spacenet.tn/250854-home_default/pc-portable-lenovo-ideapad1-15amn7-amd-ryzen-3-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 3,"AMD Ryzen 3-7320U (Up to 4.1 GHz Turbo max, 4 Mo de mémoire cache, Quad-Core)",8 Go,512 Go SSD,,AMD Radeon,Windows 11 Pro,Non,"1 069,000 DT"
82VG00P0FG,https://spacenet.tn/pc-portable-tunisie/75933-pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8go-512go-ssd-gris.html,Pc Portable Lenovo IdeaPad 1 15AMN7 AMD Ryzen 3 8Go 512Go SSD Gris,IdeaPad 1,https://spacenet.tn/217656-home_default/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8go-512go-ssd-gris.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 3,AMD Ryzen 3 7320U,8 Go,512 Go SSD,SSD,AMD Radeon,Windows 11,Non,"1 069,000 DT"
N3001PVNB3520EMEA0-16,https://spacenet.tn/pc-portable-tunisie/82542-pc-portable-dell-vostro-3520-i3-12gen-16go-512go-ssd-ubuntu.html,Pc Portable Dell Vostro 3520 i3 12Gén 16Go 512Go SSD Ubuntu,Vostro 3520,https://spacenet.tn/249385-home_default/pc-portable-dell-vostro-3520-i3-12gen-16go-512go-ssd-ubuntu.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,Intel Core i3-1215U,16 Go,512 Go SSD,,Intel UHD,Ubuntu,Non,"1 085,000 DT"
X1504VA-NJ739,https://spacenet.tn/pc-portable-asus/89037-pc-portable-asus-vivobook-15-x1504va-i3-13gen-8go-512go-ssd.html,Pc Portable Asus VivoBook 15 X1504VA i3 13Gén 8Go 512Go SSD,Vivobook 15 (X1504),https://spacenet.tn/279921-home_default/pc-portable-asus-vivobook-15-x1504va-i3-13gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel Core I3-1315U(3.5 GHz Up to 4.5 GHz ,10 Mo Intel Smart Cache, 6 Cores)",8 Go,512 Go SSD,SSD,Intel UHD,Free Dos,Non,"1 089,000 DT"
X1504VA-NJ725,https://spacenet.tn/pc-portable-asus/89033-pc-portable-asus-vivobook-15-x1504va-i3-13gen-8go-512go-ssd.html,Pc Portable Asus VivoBook 15 X1504VA i3 13Gén 8Go 512Go SSD,Vivobook 15 (X1504),https://spacenet.tn/279872-home_default/pc-portable-asus-vivobook-15-x1504va-i3-13gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel Core I3-1315U(3.5 GHz Up to 4.5 GHz ,10 Mo Intel Smart Cache, 6 Cores)",8 Go,512 Go SSD,SSD,Intel UHD,Free Dos,Non,"1 089,000 DT"
N3001PVNB3520EMEA0-W11,https://spacenet.tn/pc-portable-tunisie/82547-pc-portable-dell-vostro-3520-i3-12gen-8go-512go-ssd-windows-11.html,Pc Portable Dell Vostro 3520 i3 12Gén 8Go 512Go SSD Windows 11,Vostro 3520,https://spacenet.tn/249407-home_default/pc-portable-dell-vostro-3520-i3-12gen-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,Intel Core i3-1215U,8 Go,512 Go SSD,,Intel UHD,Windows 11 Pro,Non,"1 099,000 DT"
INS-3535-R5-8/512,https://spacenet.tn/pc-portable-tunisie/82325-pc-portable-dell-inspiron-3535-amd-ryzen-5-8go-512go-ssd-ubuntu.html,Pc Portable Dell Inspiron 3535 AMD Ryzen 5 8Go 512Go SSD Ubuntu,Inspiron 3535,https://spacenet.tn/248720-home_default/pc-portable-dell-inspiron-3535-amd-ryzen-5-8go-512go-ssd-ubuntu.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 5,"AMD Ryzen 5 7520U (up to 4.3GHz Turbo max, 6 Mo de mémoire cache, 4 coeurs)",8 Go,512 Go SSD,,AMD Radeon,Ubuntu,Non,"1 099,000 DT"
X1504VA-NJ725-KASPERSKY,https://spacenet.tn/pc-portable-asus/90151-pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8go-512go-ssd.html,Pc Portable Asus Vivobook 15 X1504VA i3 13ème Gén 8Go 512Go SSD,VivoBook 15 X1504VA,https://spacenet.tn/290327-home_default/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel Core i3-1315U (Up to 4,50 GHz Turbo max, 10Mo Mémoire cache, Hexa-Core)",8 Go,512 Go SSD,,Intel UHD,Free Dos,Non,"1 109,000 DT"
X1504VA-NJ739-KASPERSKY,https://spacenet.tn/pc-portable-asus/90149-pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8go-512go-ssd.html,Pc Portable Asus Vivobook 15 X1504VA i3 13ème Gén 8Go 512Go SSD,VivoBook 15 X1504VA,https://spacenet.tn/290316-home_default/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel Core i3-1315U (Up to 4,50 GHz Turbo max, 10Mo Mémoire cache, Hexa-Core)",8 Go,512 Go SSD,,Intel UHD,Free Dos,Non,"1 109,000 DT"
82VG00T4FG-W11,https://spacenet.tn/pc-portable-tunisie/90018-pc-portable-lenovo-ideapad1-15amn7-amd-ryzen-3-16go-256go-ssd-windows-11.html,Pc Portable Lenovo IdeaPad1 15AMN7 AMD Ryzen 3 16Go 256Go SSD Windows 11,IdeaPad 1,https://spacenet.tn/288993-home_default/pc-portable-lenovo-ideapad1-15amn7-amd-ryzen-3-16go-256go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 3,"AMD Ryzen™ 3 7320U (2.4 GHz up to 4.1 GHz Turbo max, 4 Mo de mémoire cache, 4 Cœurs)",16 Go,256 Go SSD,,AMD Radeon,Windows 11 Pro,Non,"1 109,000 DT"
N3001PVNB3520EMEA0-24,https://spacenet.tn/pc-portable-tunisie/82544-pc-portable-dell-vostro-3520-i3-12gen-24go-512go-ssd-ubuntu.html,Pc Portable Dell Vostro 3520 i3 12Gén 24Go 512Go SSD Ubuntu,Vostro 3520,https://spacenet.tn/249390-home_default/pc-portable-dell-vostro-3520-i3-12gen-24go-512go-ssd-ubuntu.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,Intel Core i3-1215U,24 Go,512 Go SSD,,Intel UHD,Ubuntu,Non,"1 119,000 DT"
X1504VA-NJ739-16,https://spacenet.tn/pc-portable-asus/89656-pc-portable-asus-vivobook-15-x1504va-i3-13gen-16go-512go-ssd.html,Pc Portable Asus VivoBook 15 X1504VA i3 13Gén 16Go 512Go SSD,Vivobook 15 (X1504),https://spacenet.tn/285830-home_default/pc-portable-asus-vivobook-15-x1504va-i3-13gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel Core I3-1315U(3.5 GHz Up to 4.5 GHz ,10 Mo Intel Smart Cache, 6 Cores)",16 Go,512 Go SSD,SSD,Intel UHD,Free Dos,Non,"1 139,000 DT"
X1504VA-NJ725-16,https://spacenet.tn/pc-portable-asus/89653-pc-portable-asus-vivobook-15-x1504va-i3-13gen-16go-512go-ssd.html,Pc Portable Asus VivoBook 15 X1504VA i3 13Gén 16Go 512Go SSD,Vivobook 15 (X1504),https://spacenet.tn/285813-home_default/pc-portable-asus-vivobook-15-x1504va-i3-13gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel Core I3-1315U(3.5 GHz Up to 4.5 GHz ,10 Mo Intel Smart Cache, 6 Cores)",16 Go,512 Go SSD,SSD,Intel UHD,Free Dos,Non,"1 139,000 DT"
A2AN9EA,https://spacenet.tn/pc-portable-tunisie/74822-pc-portable-hp-15-fd0051nk-i3-n305-8go-512go-ssd-silver.html,Pc Portable HP 15-FD0051NK i3 N305 8Go 512Go SSD Silver,15-FD0051NK,https://spacenet.tn/211763-home_default/pc-portable-hp-15-fd0051nk-i3-n305-8go-512go-ssd-silver.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel Core i3-N305 (Up to 3,80 GHz Turbo max, 6 Mo de mémoire cache, Octa-Core)",8 Go,512 Go SSD,SSD,Intel UHD,Free Dos,Non,"1 149,000 DT"
A2AP0EA,https://spacenet.tn/pc-portable-tunisie/74829-pc-portable-hp-15-fd0053nk-i3-n305-8go-512go-ssd-silver.html,Pc Portable HP 15-FD0053NK i3 N305 8Go 512Go SSD Silver,15-FD0053NK,https://spacenet.tn/211771-home_default/pc-portable-hp-15-fd0053nk-i3-n305-8go-512go-ssd-silver.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel Core i3-N305 (Up to 3,80 GHz Turbo max, 6 Mo de mémoire cache, Octa-Core)",8 Go,512 Go SSD,SSD,Intel UHD,Free Dos,Non,"1 149,000 DT"
A2MM1EA,https://spacenet.tn/pc-portable-tunisie/79503-pc-portable-hp-15-fd0052nk-i3-n305-8go-512go-ssd.html,PC Portable HP 15-fd0052nk i3 N305 8Go 512Go SSD,15-fd0052nk,https://spacenet.tn/235083-home_default/pc-portable-hp-15-fd0052nk-i3-n305-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel Core i3-N305 (up to 3.8 GHz with Intel® Turbo Boost Technology, 6 Mo de mémoire cache, 4 cores, 4 threads)",8 Go,512 Go SSD,,Intel UHD,Free Dos,Non,"1 149,000 DT"
82X700DFFG,https://spacenet.tn/pc-portable-lenovo/89450-pc-portable-lenovo-ideapad-slim-3-15iru8-i3-13gen-8go-512go-ssd.html,Pc Portable Lenovo IdeaPad Slim 3 15IRU8 i3 13Gén 8Go 512Go SSD,IdeaPad Slim 3,https://spacenet.tn/284217-home_default/pc-portable-lenovo-ideapad-slim-3-15iru8-i3-13gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,,8 Go,512 Go SSD,,Intel UHD,Free Dos,Non,"1 159,000 DT"
82XB006DFG,https://spacenet.tn/pc-portable-lenovo/88749-pc-portable-lenovo-ideapad-slim-3-15ian8-i3-n305-8go-256go-ssd-windows-11.html,Pc Portable Lenovo IdeaPad Slim 3 15IAN8 I3-N305 8Go 256Go SSD Windows 11,IdeaPad Slim 3,https://spacenet.tn/277815-home_default/pc-portable-lenovo-ideapad-slim-3-15ian8-i3-n305-8go-256go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel® Core™ i3-N305 (Up to 3,8 GHz Turbo max, 6 Mo de mémoire cache, 8 Cores)",8 Go,256 Go SSD,,Intel UHD,Windows 11,Non,"1 159,000 DT"
X1504VA-NJ725-KASPERSKY-16,https://spacenet.tn/pc-portable-asus/90156-pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-16go-512go-ssd.html,Pc Portable Asus Vivobook 15 X1504VA i3 13ème Gén 16Go 512Go SSD,VivoBook 15 X1504VA,https://spacenet.tn/290371-home_default/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel Core i3-1315U (Up to 4,50 GHz Turbo max, 10Mo Mémoire cache, Hexa-Core)",16 Go,512 Go SSD,,Intel UHD,Free Dos,Non,"1 165,000 DT"
X1504VA-NJ739-KASPERSKY-16,https://spacenet.tn/pc-portable-asus/90153-pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8go-512go-ssd.html,Pc Portable Asus Vivobook 15 X1504VA i3 13ème Gén 16Go 512Go SSD,VivoBook 15 X1504VA,https://spacenet.tn/290355-home_default/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel Core i3-1315U (Up to 4,50 GHz Turbo max, 10Mo Mémoire cache, Hexa-Core)",16 Go,512 Go SSD,,Intel UHD,Free Dos,Non,"1 165,000 DT"
N1612QVNB3530_UBU-12,https://spacenet.tn/pc-portable-tunisie/83724-pc-portable-dell-vostro-3530-i3-13gen-12go-512go-ssd.html,Pc Portable Dell Vostro 3530 i3 13Gén 12Go 512Go SSD,Vostro 3530,https://spacenet.tn/253034-home_default/pc-portable-dell-vostro-3530-i3-13gen-12go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i3,"Intel Core i3-1305UIntel Core i3-1305U (Up to 4.50 GHz Turbo max, 10 Mo de mémoire cache)",12 Go,512 Go SSD,,Intel UHD,Ubuntu,Non,"1 169,000 DT"
